,R2,P0,W0
2016-10-08 09:33:21,1.0,1.0,0.857
2016-10-08 09:34:23,1.0,1.0,0.857
2016-10-08 09:35:24,1.0,1.0,0.857
2016-10-08 09:36:25,1.0,1.0,0.857
2016-10-08 09:37:26,1.0,1.0,0.857
2016-10-08 09:38:27,1.0,1.0,0.857
2016-10-08 09:39:28,1.0,1.0,0.857
2016-10-08 09:40:29,1.0,1.0,0.857
2016-10-08 09:41:30,1.0,1.0,0.857
2016-10-08 09:42:31,1.0,1.0,0.857
2016-10-08 09:43:32,1.0,1.0,0.857
2016-10-08 09:44:33,1.0,1.0,0.857
2016-10-08 09:45:34,1.0,1.0,0.286
2016-10-08 09:46:35,1.0,1.0,0.286
2016-10-08 09:47:36,1.0,1.0,0.286
2016-10-08 09:48:37,1.0,1.0,0.286
2016-10-08 09:49:38,1.0,1.0,0.286
2016-10-08 09:50:39,1.0,1.0,0.286
2016-10-08 09:51:40,1.0,1.0,0.286
2016-10-08 09:52:42,1.0,1.0,0.286
2016-10-08 09:53:43,1.0,1.0,0.286
2016-10-08 09:54:44,1.0,1.0,0.286
2016-10-08 09:55:45,1.0,1.0,0.286
2016-10-08 09:56:46,1.0,1.0,0.286
2016-10-08 09:57:47,1.0,1.0,0.286
2016-10-08 09:58:48,1.0,1.0,0.286
2016-10-08 09:59:49,1.0,1.0,0.286
2016-10-08 10:00:50,0.714,1.0,0.857
2016-10-08 10:01:51,0.714,1.0,0.857
2016-10-08 10:02:52,0.714,1.0,0.857
2016-10-08 10:03:53,0.714,1.0,0.857
2016-10-08 10:04:54,0.714,1.0,0.857
2016-10-08 10:05:55,0.714,1.0,0.857
2016-10-08 10:06:56,0.714,1.0,0.857
2016-10-08 10:07:57,0.714,1.0,0.857
2016-10-08 10:08:58,0.714,1.0,0.857
2016-10-08 10:10:00,0.714,1.0,0.857
2016-10-08 10:11:01,0.714,1.0,0.857
2016-10-08 10:12:02,0.714,1.0,0.857
2016-10-08 10:13:03,0.714,1.0,0.857
2016-10-08 10:14:04,0.714,1.0,0.857
2016-10-08 10:15:05,0.857,0.0,1.0
2016-10-08 10:16:06,0.857,0.0,1.0
2016-10-08 10:17:07,0.857,0.0,1.0
2016-10-08 10:18:09,0.857,0.0,1.0
2016-10-08 10:19:10,0.857,0.0,1.0
2016-10-08 10:20:11,0.857,0.0,1.0
2016-10-08 10:21:12,0.857,0.0,1.0
2016-10-08 10:22:13,0.857,0.0,1.0
2016-10-08 10:23:14,0.857,0.0,1.0
2016-10-08 10:24:15,0.857,0.0,1.0
2016-10-08 10:25:16,0.857,0.0,1.0
2016-10-08 10:26:17,0.857,0.0,1.0
2016-10-08 10:27:18,0.857,0.0,1.0
2016-10-08 10:28:19,0.857,0.0,1.0
2016-10-08 10:29:20,0.857,0.0,1.0
2016-10-08 10:30:21,1.0,1.0,0.429
2016-10-08 10:31:22,1.0,1.0,0.429
2016-10-08 10:32:23,1.0,1.0,0.429
2016-10-08 10:33:24,1.0,1.0,0.429
2016-10-08 10:34:25,1.0,1.0,0.429
2016-10-08 10:35:26,1.0,1.0,0.429
2016-10-08 10:36:27,1.0,1.0,0.429
2016-10-08 10:37:28,1.0,1.0,0.429
2016-10-08 10:38:29,1.0,1.0,0.429
2016-10-08 10:39:30,1.0,1.0,0.429
2016-10-08 10:40:31,1.0,1.0,0.429
2016-10-08 10:41:32,1.0,1.0,0.429
2016-10-08 10:42:33,1.0,1.0,0.429
2016-10-08 10:43:34,1.0,1.0,0.429
2016-10-08 10:44:36,1.0,1.0,0.429
2016-10-08 10:45:37,0.0,1.0,0.714
2016-10-08 10:46:38,0.0,1.0,0.714
2016-10-08 10:47:39,0.0,1.0,0.714
2016-10-08 10:48:40,0.0,1.0,0.714
2016-10-08 10:49:41,0.0,1.0,0.714
2016-10-08 10:50:42,0.0,1.0,0.714
2016-10-08 10:51:43,0.0,1.0,0.714
2016-10-08 10:52:44,0.0,1.0,0.714
2016-10-08 10:53:45,0.0,1.0,0.714
2016-10-08 10:54:46,0.0,1.0,0.714
2016-10-08 10:55:47,0.0,1.0,0.714
2016-10-08 10:56:48,0.0,1.0,0.714
2016-10-08 10:57:49,0.0,1.0,0.714
2016-10-08 10:58:50,0.0,1.0,0.714
2016-10-08 10:59:51,0.0,1.0,0.714
2016-10-08 11:00:52,0.0,1.0,0.714
2016-10-08 11:01:53,0.0,1.0,0.714
2016-10-08 11:02:54,0.0,1.0,0.714
2016-10-08 11:03:55,0.0,1.0,0.714
2016-10-08 11:04:56,0.0,1.0,0.714
2016-10-08 11:05:57,0.0,1.0,0.714
2016-10-08 11:06:58,0.0,1.0,0.714
2016-10-08 11:07:59,0.0,1.0,0.714
2016-10-08 11:09:00,0.0,1.0,0.714
2016-10-08 11:10:01,0.0,1.0,0.714
2016-10-08 11:11:02,0.0,1.0,0.714
2016-10-08 11:12:03,0.0,1.0,0.714
2016-10-08 11:13:04,0.0,1.0,0.714
2016-10-08 11:14:05,0.0,1.0,0.714
2016-10-08 11:15:06,0.0,0.0,0.714
2016-10-08 11:16:07,0.0,0.0,0.714
2016-10-08 11:17:08,0.0,0.0,0.714
2016-10-08 11:18:09,0.0,0.0,0.714
2016-10-08 11:19:10,0.0,0.0,0.714
2016-10-08 11:20:11,0.0,0.0,0.714
2016-10-08 11:21:12,0.0,0.0,0.714
2016-10-08 11:22:13,0.0,0.0,0.714
2016-10-08 11:23:14,0.0,0.0,0.714
2016-10-08 11:24:15,0.0,0.0,0.714
2016-10-08 11:25:16,0.0,0.0,0.714
2016-10-08 11:26:17,0.0,0.0,0.714
2016-10-08 11:27:19,0.0,0.0,0.714
2016-10-08 11:28:20,0.0,0.0,0.714
2016-10-08 11:29:21,0.0,0.0,0.714
2016-10-08 11:30:22,0.0,1.0,0.429
2016-10-08 11:31:23,0.0,1.0,0.429
2016-10-08 11:32:24,0.0,1.0,0.429
2016-10-08 11:33:25,0.0,1.0,0.429
2016-10-08 11:34:26,0.0,1.0,0.429
2016-10-08 11:35:27,0.0,1.0,0.429
2016-10-08 11:36:28,0.0,1.0,0.429
2016-10-08 11:37:29,0.0,1.0,0.429
2016-10-08 11:38:30,0.0,1.0,0.429
2016-10-08 11:39:31,0.0,1.0,0.429
2016-10-08 11:40:32,0.0,1.0,0.429
2016-10-08 11:41:33,0.0,1.0,0.429
2016-10-08 11:42:34,0.0,1.0,0.429
2016-10-08 11:43:35,0.0,1.0,0.429
2016-10-08 11:44:36,0.0,1.0,0.429
2016-10-08 11:45:37,0.0,0.0,1.0
2016-10-08 11:46:38,0.0,0.0,1.0
2016-10-08 11:47:39,0.0,0.0,1.0
2016-10-08 11:48:40,0.0,0.0,1.0
2016-10-08 11:49:41,0.0,0.0,1.0
2016-10-08 11:50:42,0.0,0.0,1.0
2016-10-08 11:51:43,0.0,0.0,1.0
2016-10-08 11:52:44,0.0,0.0,1.0
2016-10-08 11:53:45,0.0,0.0,1.0
2016-10-08 11:54:46,0.0,0.0,1.0
2016-10-08 11:55:47,0.0,0.0,1.0
2016-10-08 11:56:49,0.0,0.0,1.0
2016-10-08 11:57:51,0.0,0.0,1.0
2016-10-08 11:58:52,0.0,0.0,1.0
2016-10-08 11:59:53,0.0,0.0,1.0
2016-10-08 12:00:54,0.0,0.0,0.857
2016-10-08 12:01:55,0.0,0.0,0.857
2016-10-08 12:02:56,0.0,0.0,0.857
2016-10-08 12:03:57,0.0,0.0,0.857
2016-10-08 12:04:58,0.0,0.0,0.857
2016-10-08 12:05:59,0.0,0.0,0.857
2016-10-08 12:07:00,0.0,0.0,0.857
2016-10-08 12:08:01,0.0,0.0,0.857
2016-10-08 12:09:02,0.0,0.0,0.857
2016-10-08 12:10:03,0.0,0.0,0.857
2016-10-08 12:11:04,0.0,0.0,0.857
2016-10-08 12:12:05,0.0,0.0,0.857
2016-10-08 12:13:06,0.0,0.0,0.857
2016-10-08 12:14:07,0.0,0.0,0.857
2016-10-08 12:15:08,0.0,1.0,0.714
2016-10-08 12:16:09,0.0,1.0,0.714
2016-10-08 12:17:10,0.0,1.0,0.714
2016-10-08 12:18:11,0.0,1.0,0.714
2016-10-08 12:19:12,0.0,1.0,0.714
2016-10-08 12:20:14,0.0,1.0,0.714
2016-10-08 12:21:15,0.0,1.0,0.714
2016-10-08 12:22:16,0.0,1.0,0.714
2016-10-08 12:23:17,0.0,1.0,0.714
2016-10-08 12:24:18,0.0,1.0,0.714
2016-10-08 12:25:19,0.0,1.0,0.714
2016-10-08 12:26:20,0.0,1.0,0.714
2016-10-08 12:27:21,0.0,1.0,0.714
2016-10-08 12:28:22,0.0,1.0,0.714
2016-10-08 12:29:23,0.0,1.0,0.714
2016-10-08 12:30:24,0.429,1.0,0.857
2016-10-08 12:31:25,0.429,1.0,0.857
2016-10-08 12:32:26,0.429,1.0,0.857
2016-10-08 12:33:27,0.429,1.0,0.857
2016-10-08 12:34:28,0.429,1.0,0.857
2016-10-08 12:35:29,0.429,1.0,0.857
2016-10-08 12:36:30,0.429,1.0,0.857
2016-10-08 12:37:31,0.429,1.0,0.857
2016-10-08 12:38:32,0.429,1.0,0.857
2016-10-08 12:39:33,0.429,1.0,0.857
2016-10-08 12:40:35,0.429,1.0,0.857
2016-10-08 12:41:36,0.429,1.0,0.857
2016-10-08 12:42:37,0.429,1.0,0.857
2016-10-08 12:43:38,0.429,1.0,0.857
2016-10-08 12:44:39,0.429,1.0,0.857
2016-10-08 12:45:40,1.0,1.0,1.0
2016-10-08 12:46:41,1.0,1.0,1.0
2016-10-08 12:47:42,1.0,1.0,1.0
2016-10-08 12:48:43,1.0,1.0,1.0
2016-10-08 12:49:44,1.0,1.0,1.0
2016-10-08 12:50:45,1.0,1.0,1.0
2016-10-08 12:51:46,1.0,1.0,1.0
2016-10-08 12:52:47,1.0,1.0,1.0
2016-10-08 12:53:48,1.0,1.0,1.0
2016-10-08 12:54:49,1.0,1.0,1.0
2016-10-08 12:55:50,1.0,1.0,1.0
2016-10-08 12:56:51,1.0,1.0,1.0
2016-10-08 12:57:52,1.0,1.0,1.0
2016-10-08 12:58:53,1.0,1.0,1.0
2016-10-08 12:59:54,1.0,1.0,1.0
2016-10-08 13:00:55,0.143,1.0,0.286
2016-10-08 13:01:56,0.143,1.0,0.286
2016-10-08 13:02:57,0.143,1.0,0.286
2016-10-08 13:03:58,0.143,1.0,0.286
2016-10-08 13:04:59,0.143,1.0,0.286
2016-10-08 13:06:00,0.143,1.0,0.286
2016-10-08 13:07:02,0.143,1.0,0.286
2016-10-08 13:08:03,0.143,1.0,0.286
2016-10-08 13:09:04,0.143,1.0,0.286
2016-10-08 13:10:05,0.143,1.0,0.286
2016-10-08 13:11:06,0.143,1.0,0.286
2016-10-08 13:12:07,0.143,1.0,0.286
2016-10-08 13:13:08,0.143,1.0,0.286
2016-10-08 13:14:09,0.143,1.0,0.286
2016-10-08 13:15:10,0.0,1.0,1.0
2016-10-08 13:16:11,0.0,1.0,1.0
2016-10-08 13:17:12,0.0,1.0,1.0
2016-10-08 13:18:13,0.0,1.0,1.0
2016-10-08 13:19:15,0.0,1.0,1.0
2016-10-08 13:20:16,0.0,1.0,1.0
2016-10-08 13:21:17,0.0,1.0,1.0
2016-10-08 13:22:18,0.0,1.0,1.0
2016-10-08 13:23:19,0.0,1.0,1.0
2016-10-08 13:24:20,0.0,1.0,1.0
2016-10-08 13:25:22,0.0,1.0,1.0
2016-10-08 13:26:23,0.0,1.0,1.0
2016-10-08 13:27:24,0.0,1.0,1.0
2016-10-08 13:28:25,0.0,1.0,1.0
2016-10-08 13:29:26,0.0,1.0,1.0
2016-10-08 13:30:27,0.0,0.0,1.0
2016-10-08 13:31:28,0.0,0.0,1.0
2016-10-08 13:32:29,0.0,0.0,1.0
2016-10-08 13:33:30,0.0,0.0,1.0
2016-10-08 13:34:32,0.0,0.0,1.0
2016-10-08 13:35:33,0.0,0.0,1.0
2016-10-08 13:36:34,0.0,0.0,1.0
2016-10-08 13:37:35,0.0,0.0,1.0
2016-10-08 13:38:36,0.0,0.0,1.0
2016-10-08 13:39:37,0.0,0.0,1.0
2016-10-08 13:40:38,0.0,0.0,1.0
2016-10-08 13:41:39,0.0,0.0,1.0
2016-10-08 13:42:40,0.0,0.0,1.0
2016-10-08 13:43:41,0.0,0.0,1.0
2016-10-08 13:44:42,0.0,0.0,1.0
2016-10-08 13:45:43,0.0,1.0,1.0
2016-10-08 13:46:45,0.0,1.0,1.0
2016-10-08 13:47:46,0.0,1.0,1.0
2016-10-08 13:48:47,0.0,1.0,1.0
2016-10-08 13:49:48,0.0,1.0,1.0
2016-10-08 13:50:49,0.0,1.0,1.0
2016-10-08 13:51:50,0.0,1.0,1.0
2016-10-08 13:52:51,0.0,1.0,1.0
2016-10-08 13:53:52,0.0,1.0,1.0
2016-10-08 13:54:53,0.0,1.0,1.0
2016-10-08 13:55:54,0.0,1.0,1.0
2016-10-08 13:56:55,0.0,1.0,1.0
2016-10-08 13:57:56,0.0,1.0,1.0
2016-10-08 13:58:57,0.0,1.0,1.0
2016-10-08 13:59:58,0.0,1.0,1.0
2016-10-08 14:00:59,0.0,1.0,0.714
2016-10-08 14:02:00,0.0,1.0,0.714
2016-10-08 14:03:01,0.0,1.0,0.714
2016-10-08 14:04:02,0.0,1.0,0.714
2016-10-08 14:05:03,0.0,1.0,0.714
2016-10-08 14:06:04,0.0,1.0,0.714
2016-10-08 14:07:05,0.0,1.0,0.714
2016-10-08 14:08:06,0.0,1.0,0.714
2016-10-08 14:09:07,0.0,1.0,0.714
2016-10-08 14:10:08,0.0,1.0,0.714
2016-10-08 14:11:09,0.0,1.0,0.714
2016-10-08 14:12:10,0.0,1.0,0.714
2016-10-08 14:13:11,0.0,1.0,0.714
2016-10-08 14:14:12,0.0,1.0,0.714
2016-10-08 14:15:13,0.0,0.0,0.0
2016-10-08 14:16:14,0.0,0.0,0.0
2016-10-08 14:17:15,0.0,0.0,0.0
2016-10-08 14:18:16,0.0,0.0,0.0
2016-10-08 14:19:17,0.0,0.0,0.0
2016-10-08 14:20:18,0.0,0.0,0.0
2016-10-08 14:21:19,0.0,0.0,0.0
2016-10-08 14:22:20,0.0,0.0,0.0
2016-10-08 14:23:21,0.0,0.0,0.0
2016-10-08 14:24:22,0.0,0.0,0.0
2016-10-08 14:25:24,0.0,0.0,0.0
2016-10-08 14:26:25,0.0,0.0,0.0
2016-10-08 14:27:26,0.0,0.0,0.0
2016-10-08 14:28:27,0.0,0.0,0.0
2016-10-08 14:29:28,0.0,0.0,0.0
2016-10-08 14:30:29,0.0,1.0,0.0
2016-10-08 14:31:30,0.0,1.0,0.0
2016-10-08 14:32:31,0.0,1.0,0.0
2016-10-08 14:33:32,0.0,1.0,0.0
2016-10-08 14:34:33,0.0,1.0,0.0
2016-10-08 14:35:35,0.0,1.0,0.0
2016-10-08 14:36:36,0.0,1.0,0.0
2016-10-08 14:37:37,0.0,1.0,0.0
2016-10-08 14:38:38,0.0,1.0,0.0
2016-10-08 14:39:40,0.0,1.0,0.0
2016-10-08 14:40:41,0.0,1.0,0.0
2016-10-08 14:41:43,0.0,1.0,0.0
2016-10-08 14:42:44,0.0,1.0,0.0
2016-10-08 14:43:45,0.0,1.0,0.0
2016-10-08 14:44:46,0.0,1.0,0.0
2016-10-08 14:45:47,0.143,0.0,0.0
2016-10-08 14:46:49,0.143,0.0,0.0
2016-10-08 14:47:50,0.143,0.0,0.0
2016-10-08 14:48:51,0.143,0.0,0.0
2016-10-08 14:49:52,0.143,0.0,0.0
2016-10-08 14:50:53,0.143,0.0,0.0
2016-10-08 14:51:54,0.143,0.0,0.0
2016-10-08 14:52:56,0.143,0.0,0.0
2016-10-08 14:53:57,0.143,0.0,0.0
2016-10-08 14:54:58,0.143,0.0,0.0
2016-10-08 14:55:59,0.143,0.0,0.0
2016-10-08 14:57:00,0.143,0.0,0.0
2016-10-08 14:58:01,0.143,0.0,0.0
2016-10-08 14:59:02,0.143,0.0,0.0
2016-10-08 15:00:03,0.0,0.0,0.0
2016-10-08 15:01:04,0.0,0.0,0.0
2016-10-08 15:02:06,0.0,0.0,0.0
2016-10-08 15:03:07,0.0,0.0,0.0
2016-10-08 15:04:08,0.0,0.0,0.0
2016-10-08 15:05:09,0.0,0.0,0.0
2016-10-08 15:06:10,0.0,0.0,0.0
2016-10-08 15:07:11,0.0,0.0,0.0
2016-10-08 15:08:12,0.0,0.0,0.0
2016-10-08 15:09:14,0.0,0.0,0.0
2016-10-08 15:10:15,0.0,0.0,0.0
2016-10-08 15:11:16,0.0,0.0,0.0
2016-10-08 15:12:17,0.0,0.0,0.0
2016-10-08 15:13:18,0.0,0.0,0.0
2016-10-08 15:14:19,0.0,0.0,0.0
2016-10-08 15:15:20,0.0,0.0,0.0
2016-10-08 15:16:22,0.0,0.0,0.0
2016-10-08 15:17:23,0.0,0.0,0.0
2016-10-08 15:18:25,0.0,0.0,0.0
2016-10-08 15:19:29,0.0,0.0,0.0
2016-10-08 15:20:30,0.0,0.0,0.0
2016-10-08 15:21:32,0.0,0.0,0.0
2016-10-08 15:22:33,0.0,0.0,0.0
2016-10-08 15:23:35,0.0,0.0,0.0
2016-10-08 15:24:36,0.0,0.0,0.0
2016-10-08 15:25:37,0.0,0.0,0.0
2016-10-08 15:26:38,0.0,0.0,0.0
2016-10-08 15:27:39,0.0,0.0,0.0
2016-10-08 15:28:40,0.0,0.0,0.0
2016-10-08 15:29:41,0.0,0.0,0.0
2016-10-08 15:30:42,0.0,0.0,0.571
2016-10-08 15:31:43,0.0,0.0,0.571
2016-10-08 15:32:44,0.0,0.0,0.571
2016-10-08 15:33:46,0.0,0.0,0.571
2016-10-08 15:34:47,0.0,0.0,0.571
2016-10-08 15:35:49,0.0,0.0,0.571
2016-10-08 15:36:51,0.0,0.0,0.571
2016-10-08 15:37:52,0.0,0.0,0.571
2016-10-08 15:38:55,0.0,0.0,0.571
2016-10-08 15:39:56,0.0,0.0,0.571
2016-10-08 15:40:57,0.0,0.0,0.571
2016-10-08 15:41:58,0.0,0.0,0.571
2016-10-08 15:42:59,0.0,0.0,0.571
2016-10-08 15:44:00,0.0,0.0,0.571
2016-10-08 15:45:02,0.143,1.0,0.0
2016-10-08 15:46:03,0.143,1.0,0.0
2016-10-08 15:47:04,0.143,1.0,0.0
2016-10-08 15:48:05,0.143,1.0,0.0
2016-10-08 15:49:06,0.143,1.0,0.0
2016-10-08 15:50:07,0.143,1.0,0.0
2016-10-08 15:51:08,0.143,1.0,0.0
2016-10-08 15:52:09,0.143,1.0,0.0
2016-10-08 15:53:10,0.143,1.0,0.0
2016-10-08 15:54:11,0.143,1.0,0.0
2016-10-08 15:55:13,0.143,1.0,0.0
2016-10-08 15:56:14,0.143,1.0,0.0
2016-10-08 15:57:15,0.143,1.0,0.0
2016-10-08 15:58:16,0.143,1.0,0.0
2016-10-08 15:59:17,0.143,1.0,0.0
2016-10-08 16:00:18,0.0,1.0,0.0
2016-10-08 16:01:19,0.0,1.0,0.0
2016-10-08 16:02:20,0.0,1.0,0.0
2016-10-08 16:03:21,0.0,1.0,0.0
2016-10-08 16:04:22,0.0,1.0,0.0
2016-10-08 16:05:23,0.0,1.0,0.0
2016-10-08 16:06:24,0.0,1.0,0.0
2016-10-08 16:07:25,0.0,1.0,0.0
2016-10-08 16:08:26,0.0,1.0,0.0
2016-10-08 16:09:27,0.0,1.0,0.0
2016-10-08 16:10:28,0.0,1.0,0.0
2016-10-08 16:11:29,0.0,1.0,0.0
2016-10-08 16:12:31,0.0,1.0,0.0
2016-10-08 16:13:32,0.0,1.0,0.0
2016-10-08 16:14:34,0.0,1.0,0.0
2016-10-08 16:15:36,0.0,1.0,0.0
2016-10-08 16:16:37,0.0,1.0,0.0
2016-10-08 16:17:38,0.0,1.0,0.0
2016-10-08 16:18:39,0.0,1.0,0.0
2016-10-08 16:19:40,0.0,1.0,0.0
2016-10-08 16:20:42,0.0,1.0,0.0
2016-10-08 16:21:43,0.0,1.0,0.0
2016-10-08 16:22:44,0.0,1.0,0.0
2016-10-08 16:23:45,0.0,1.0,0.0
2016-10-08 16:24:46,0.0,1.0,0.0
2016-10-08 16:25:47,0.0,1.0,0.0
2016-10-08 16:26:48,0.0,1.0,0.0
2016-10-08 16:27:49,0.0,1.0,0.0
2016-10-08 16:28:51,0.0,1.0,0.0
2016-10-08 16:29:52,0.0,1.0,0.0
2016-10-08 16:30:53,0.0,1.0,0.0
2016-10-08 16:31:54,0.0,1.0,0.0
2016-10-08 16:32:55,0.0,1.0,0.0
2016-10-08 16:33:57,0.0,1.0,0.0
2016-10-08 16:34:58,0.0,1.0,0.0
2016-10-08 16:35:59,0.0,1.0,0.0
2016-10-08 16:37:00,0.0,1.0,0.0
2016-10-08 16:38:01,0.0,1.0,0.0
2016-10-08 16:39:04,0.0,1.0,0.0
2016-10-08 16:40:05,0.0,1.0,0.0
2016-10-08 16:41:06,0.0,1.0,0.0
2016-10-08 16:42:07,0.0,1.0,0.0
2016-10-08 16:43:08,0.0,1.0,0.0
2016-10-08 16:44:09,0.0,1.0,0.0
2016-10-08 16:45:10,0.0,1.0,0.0
2016-10-08 16:46:11,0.0,1.0,0.0
2016-10-08 16:47:13,0.0,1.0,0.0
2016-10-08 16:48:14,0.0,1.0,0.0
2016-10-08 16:49:15,0.0,1.0,0.0
2016-10-08 16:50:16,0.0,1.0,0.0
2016-10-08 16:51:17,0.0,1.0,0.0
2016-10-08 16:52:18,0.0,1.0,0.0
2016-10-08 16:53:19,0.0,1.0,0.0
2016-10-08 16:54:20,0.0,1.0,0.0
2016-10-08 16:55:21,0.0,1.0,0.0
2016-10-08 16:56:22,0.0,1.0,0.0
2016-10-08 16:57:24,0.0,1.0,0.0
2016-10-08 16:58:25,0.0,1.0,0.0
2016-10-08 16:59:26,0.0,1.0,0.0
2016-10-08 17:00:27,0.0,1.0,0.0
2016-10-08 17:01:28,0.0,1.0,0.0
2016-10-08 17:02:29,0.0,1.0,0.0
2016-10-08 17:03:30,0.0,1.0,0.0
2016-10-08 17:04:31,0.0,1.0,0.0
2016-10-08 17:05:32,0.0,1.0,0.0
2016-10-08 17:06:33,0.0,1.0,0.0
2016-10-08 17:07:34,0.0,1.0,0.0
2016-10-08 17:08:36,0.0,1.0,0.0
2016-10-08 17:09:37,0.0,1.0,0.0
2016-10-08 17:10:38,0.0,1.0,0.0
2016-10-08 17:11:39,0.0,1.0,0.0
2016-10-08 17:12:40,0.0,1.0,0.0
2016-10-08 17:13:41,0.0,1.0,0.0
2016-10-08 17:14:42,0.0,1.0,0.0
2016-10-08 17:15:43,0.0,1.0,0.0
2016-10-08 17:16:44,0.0,1.0,0.0
2016-10-08 17:17:45,0.0,1.0,0.0
2016-10-08 17:18:46,0.0,1.0,0.0
2016-10-08 17:19:47,0.0,1.0,0.0
2016-10-08 17:20:49,0.0,1.0,0.0
2016-10-08 17:21:50,0.0,1.0,0.0
2016-10-08 17:22:51,0.0,1.0,0.0
2016-10-08 17:23:52,0.0,1.0,0.0
2016-10-08 17:24:53,0.0,1.0,0.0
2016-10-08 17:25:54,0.0,1.0,0.0
2016-10-08 17:26:55,0.0,1.0,0.0
2016-10-08 17:27:56,0.0,1.0,0.0
2016-10-08 17:28:57,0.0,1.0,0.0
2016-10-08 17:29:58,0.0,1.0,0.0
2016-10-08 17:30:59,0.0,1.0,0.0
2016-10-08 17:32:00,0.0,1.0,0.0
2016-10-08 17:33:01,0.0,1.0,0.0
2016-10-08 17:34:02,0.0,1.0,0.0
2016-10-08 17:35:10,0.0,1.0,0.0
2016-10-08 17:36:11,0.0,1.0,0.0
2016-10-08 17:37:12,0.0,1.0,0.0
2016-10-08 17:38:13,0.0,1.0,0.0
2016-10-08 17:39:14,0.0,1.0,0.0
2016-10-08 17:40:15,0.0,1.0,0.0
2016-10-08 17:41:16,0.0,1.0,0.0
2016-10-08 17:42:17,0.0,1.0,0.0
2016-10-08 17:43:22,0.0,1.0,0.0
2016-10-08 17:44:24,0.0,1.0,0.0
2016-10-08 17:45:25,0.0,1.0,0.0
2016-10-08 17:46:26,0.0,1.0,0.0
2016-10-08 17:47:27,0.0,1.0,0.0
2016-10-08 17:48:28,0.0,1.0,0.0
2016-10-08 17:49:29,0.0,1.0,0.0
2016-10-08 17:50:30,0.0,1.0,0.0
2016-10-08 17:51:31,0.0,1.0,0.0
2016-10-08 17:52:32,0.0,1.0,0.0
2016-10-08 17:53:33,0.0,1.0,0.0
2016-10-08 17:54:34,0.0,1.0,0.0
2016-10-08 17:55:35,0.0,1.0,0.0
2016-10-08 17:56:36,0.0,1.0,0.0
2016-10-08 17:57:37,0.0,1.0,0.0
2016-10-08 17:58:38,0.0,1.0,0.0
2016-10-08 17:59:39,0.0,1.0,0.0
2016-10-08 18:00:40,0.0,1.0,0.0
2016-10-08 18:01:42,0.0,1.0,0.0
2016-10-08 18:02:43,0.0,1.0,0.0
2016-10-08 18:03:44,0.0,1.0,0.0
2016-10-08 18:04:45,0.0,1.0,0.0
2016-10-08 18:05:46,0.0,1.0,0.0
2016-10-08 18:06:48,0.0,1.0,0.0
2016-10-08 18:07:49,0.0,1.0,0.0
2016-10-08 18:08:50,0.0,1.0,0.0
2016-10-08 18:09:52,0.0,1.0,0.0
2016-10-08 18:10:53,0.0,1.0,0.0
2016-10-08 18:11:54,0.0,1.0,0.0
2016-10-08 18:12:55,0.0,1.0,0.0
2016-10-08 18:13:56,0.0,1.0,0.0
2016-10-08 18:14:57,0.0,1.0,0.0
2016-10-08 18:15:58,0.0,1.0,0.0
2016-10-08 18:16:59,0.0,1.0,0.0
2016-10-08 18:18:00,0.0,1.0,0.0
2016-10-08 18:19:01,0.0,1.0,0.0
2016-10-08 18:20:04,0.0,1.0,0.0
2016-10-08 18:21:06,0.0,1.0,0.0
2016-10-08 18:22:07,0.0,1.0,0.0
2016-10-08 18:23:08,0.0,1.0,0.0
2016-10-08 18:24:09,0.0,1.0,0.0
2016-10-08 18:25:10,0.0,1.0,0.0
2016-10-08 18:26:11,0.0,1.0,0.0
2016-10-08 18:27:12,0.0,1.0,0.0
2016-10-08 18:28:13,0.0,1.0,0.0
2016-10-08 18:29:14,0.0,1.0,0.0
2016-10-08 18:30:15,0.0,1.0,0.0
2016-10-08 18:31:16,0.0,1.0,0.0
2016-10-08 18:32:17,0.0,1.0,0.0
2016-10-08 18:33:18,0.0,1.0,0.0
2016-10-08 18:34:19,0.0,1.0,0.0
2016-10-08 18:35:20,0.0,1.0,0.0
2016-10-08 18:36:21,0.0,1.0,0.0
2016-10-08 18:37:22,0.0,1.0,0.0
2016-10-08 18:38:23,0.0,1.0,0.0
2016-10-08 18:39:25,0.0,1.0,0.0
2016-10-08 18:40:26,0.0,1.0,0.0
2016-10-08 18:41:27,0.0,1.0,0.0
2016-10-08 18:42:28,0.0,1.0,0.0
2016-10-08 18:43:29,0.0,1.0,0.0
2016-10-08 18:44:30,0.0,1.0,0.0
2016-10-08 18:45:31,0.0,1.0,0.0
2016-10-08 18:46:32,0.0,1.0,0.0
2016-10-08 18:47:33,0.0,1.0,0.0
2016-10-08 18:48:34,0.0,1.0,0.0
2016-10-08 18:49:35,0.0,1.0,0.0
2016-10-08 18:50:36,0.0,1.0,0.0
2016-10-08 18:51:37,0.0,1.0,0.0
2016-10-08 18:52:39,0.0,1.0,0.0
2016-10-08 18:53:40,0.0,1.0,0.0
2016-10-08 18:54:41,0.0,1.0,0.0
2016-10-08 18:55:42,0.0,1.0,0.0
2016-10-08 18:56:43,0.0,1.0,0.0
2016-10-08 18:57:44,0.0,1.0,0.0
2016-10-08 18:58:45,0.0,1.0,0.0
2016-10-08 18:59:46,0.0,1.0,0.0
2016-10-08 19:00:47,0.0,1.0,0.0
2016-10-08 19:01:48,0.0,1.0,0.0
