,"('J33', 'depthN')","('J64', 'depthN')","('J98', 'depthN')","('J102', 'depthN')","('OUT0', 'depthN')","('ST0', 'depthN')","('ST2', 'depthN')"
2016-10-08 05:47:10,4.831098467886016,2.757742336993041,1.3388220038385659,1.7554788875857334,8.112276811111734,0.6143562959375688,1.5716880156051163
2016-10-08 05:48:11,4.892265018328073,2.8054798535821943,1.3950755391347673,1.822069377565783,8.111936400000467,0.6266356630109228,1.6064569047317498
2016-10-08 05:49:12,4.945710225908876,2.858233027964328,1.4619125737569347,1.9027687855204498,8.111602522223,0.6399675452214357,1.6430712958886837
2016-10-08 05:50:13,5.015842283742694,2.9235524732913714,1.5515363536177997,1.998355969142463,8.111260055554755,0.655178129064514,1.6834425265805573
2016-10-08 05:51:14,5.090828124326219,3.0008883921776723,1.652272406683442,2.122052969437861,8.110921655555426,0.6719819788224399,1.7279816854127916
2016-10-08 05:52:15,5.177008286496244,3.0733554799154392,1.7901933029054096,2.2973076535529837,8.110581855554749,0.6909078791500871,1.7775698902187034
2016-10-08 05:53:16,5.288710456402365,3.1563158584860194,2.4421834285764885,3.8403647237917298,8.110243033334509,0.7120632756016505,1.831579764235745
2016-10-08 05:54:17,5.402630354796276,3.241457171958428,2.516443451033301,3.9142647449836523,8.109904883332428,0.7356568976149647,1.8913106030323286
2016-10-08 05:55:18,5.5188159685229135,3.3457982667237958,2.8476702015165154,4.579830145032303,8.109568127778683,0.7620670628356623,1.957263038855626
2016-10-08 05:56:19,5.688807025860078,3.4830506442230025,3.1979946388106866,5.51,8.109229255556897,0.7923805705009799,2.031151691433231
2016-10-08 05:57:20,5.871499624649298,3.6345557126967627,3.300460670137026,5.51,8.10888947222224,0.8272896331907962,2.111748987031686
2016-10-08 05:58:21,6.3635096492197825,3.7987148292496995,3.388036512718147,5.51,8.108549166667075,0.8675969672650232,2.2004597065754705
2016-10-08 05:59:22,6.41,4.004637095155223,3.3985371486566427,5.51,8.108213516665401,0.913186492091869,2.295879037841224
2016-10-08 06:00:23,6.41,4.227665874141103,3.431325936364862,5.51,8.106056462214564,0.9663073349559939,2.400855262518097
2016-10-08 06:01:24,6.41,4.4308902430892765,3.496071934457511,5.51,8.100945867201368,1.0256111171989462,2.5135391511420044
2016-10-08 06:02:25,6.41,4.738110115225456,3.524072077376305,5.51,8.095861445556736,1.091314272182299,2.633183090321242
2016-10-08 06:03:26,6.41,5.103835246022511,3.5264101261129643,5.51,8.090757897199408,1.1614640262724687,2.759738011895074
2016-10-08 06:04:27,6.41,5.289549701823313,3.593550421914778,5.51,8.085601247239834,1.2342454565726229,2.89581089434634
2016-10-08 06:05:28,6.41,5.3884168323751895,3.5966847984157972,5.51,8.08052370444467,1.3128975340905433,3.0294531067385284
2016-10-08 06:06:29,6.41,5.40395358040419,3.60887887543402,5.51,8.075379469996514,1.3967886873973172,3.1810092025251175
2016-10-08 06:07:30,6.41,5.79,3.594781930535205,5.51,8.070256543322365,1.4823215827853673,3.3166628549494774
2016-10-08 06:08:31,6.41,5.75918760131031,3.649983022546079,5.51,8.06513336499135,1.5687693248180579,3.471936688029735
2016-10-08 06:09:32,6.41,5.401682924630479,3.734925820474132,5.51,8.06004567164928,1.6523385336202363,3.5922767739901724
2016-10-08 06:10:33,6.41,5.431898405607898,3.7684124346760353,5.51,8.054926268329432,1.7334076719464404,3.741983726378507
2016-10-08 06:11:34,6.41,5.492727869148498,3.8505755089989453,5.51,8.049780272230493,1.8148815287025895,3.853699309040983
2016-10-08 06:12:35,6.41,5.467759433696106,3.9802785062105,5.51,8.044689474997384,1.8921564805377349,3.9832704840847497
2016-10-08 06:13:36,6.41,5.70642301683238,4.004381671531531,5.51,8.039565541643043,1.967999633884653,4.0944266669013984
2016-10-08 06:14:37,6.41,5.290387426702662,4.0855057095100005,5.51,8.034436071679487,2.041521787010848,4.197415850563013
2016-10-08 06:15:38,6.41,5.40077932623579,4.352821643992124,5.51,8.029334704436206,2.1136957088487387,4.320552901064231
2016-10-08 06:16:39,6.41,5.6993571000392835,4.098625078412499,5.51,8.024206408906508,2.1834648385727013,4.402149494930688
2016-10-08 06:17:40,6.41,5.694574543362931,4.464676202579269,5.51,8.019090780545088,2.252169448408022,4.521906059499997
2016-10-08 06:18:41,6.41,5.6053655100853685,4.2246972834012535,5.51,8.013961562238398,2.319441091258776,4.5874402583725065
2016-10-08 06:19:42,6.41,5.760932655191203,4.4893726709877795,5.51,8.008880915552197,2.3847909493171926,4.698426912363697
2016-10-08 06:20:43,6.41,5.760354750492561,4.3422583777249555,5.51,8.003740036651942,2.45039285428496,4.758880224480774
2016-10-08 06:21:44,6.41,5.78603182659286,4.628925465630286,5.51,7.99860964385866,2.5141328426817973,4.859754784146543
2016-10-08 06:22:45,6.41,5.79,4.306363882997701,5.51,7.993520859985933,2.5765938579096828,4.904283129599114
2016-10-08 06:23:46,6.41,5.730651835359691,4.707643087541785,5.51,7.988388286078604,2.63820440512952,4.995586025271991
2016-10-08 06:24:47,6.41,5.79,4.385801415485887,5.51,7.983293294423801,2.69847724875015,5.0302359010864475
2016-10-08 06:25:48,6.41,5.79,4.721227280699268,5.51,7.978171038869778,2.758193465682893,5.0989495583398305
2016-10-08 06:26:49,6.41,5.79,4.67414823993478,5.51,7.973062373313765,2.816612746094159,5.139953596870141
2016-10-08 06:27:50,6.41,5.79,4.588585657687853,5.51,7.967938523862624,2.874496748048851,5.169882929441092
2016-10-08 06:28:51,6.41,5.79,4.806906789199503,5.51,7.962799406665889,2.9315658446931314,5.228315815025423
2016-10-08 06:29:52,6.41,5.79,4.690957442481753,5.51,7.9577013949705115,2.9873144471339934,5.251575015599186
2016-10-08 06:30:53,6.41,5.79,4.6929884444359224,5.51,7.952572763880748,3.0426030655793435,5.282935643225715
2016-10-08 06:31:54,6.41,5.79,4.85,5.51,7.947469802793084,3.0967638244807834,5.330440552122619
2016-10-08 06:32:55,6.41,5.79,4.806023152984053,5.51,7.942357697785969,3.1502643770495204,5.352905422532663
2016-10-08 06:33:56,6.41,5.79,4.749082774463207,5.51,7.937220761650545,3.203215594232506,5.374983216536104
2016-10-08 06:34:57,6.41,5.79,4.85,5.51,7.932097080005804,3.2554100917428004,5.416470821920639
2016-10-08 06:35:58,6.41,5.79,4.85,5.51,7.927005276092503,3.306551467874648,5.444540213001787
2016-10-08 06:36:59,6.41,5.79,4.801016286075141,5.51,7.921860370524219,3.357544862585117,5.462076265878378
2016-10-08 06:38:00,6.41,5.79,4.85,5.51,7.916774774445732,3.4073487076850713,5.4845841658221754
2016-10-08 06:39:01,6.41,5.79,4.85,5.51,7.9116385933336355,3.4569754710053733,5.517127223952277
2016-10-08 06:40:02,6.41,5.79,4.85,5.51,7.906518434990461,3.505896928197269,5.540124439825595
2016-10-08 06:41:03,6.41,5.79,4.85,5.51,7.901389552191097,3.554204986287676,5.5546246585593355
2016-10-08 06:42:04,6.41,5.79,4.85,5.51,7.896300684415171,3.6016763040360926,5.570153343786817
2016-10-08 06:43:05,6.41,5.79,4.85,5.51,7.8911430277754055,3.649098747384354,5.594168085440652
2016-10-08 06:44:06,6.41,5.79,4.85,5.51,7.886043170526044,3.695558243509397,5.616466766546569
2016-10-08 06:45:07,6.41,5.79,4.85,5.51,7.880925445006516,3.7415850477046426,5.630392663018735
2016-10-08 06:46:08,6.41,5.79,4.85,5.51,7.875821477185925,3.7870816683138275,5.64065871398369
2016-10-08 06:47:09,6.41,5.79,4.85,5.51,7.87071214056252,3.8322145716249993,5.653941177745091
2016-10-08 06:48:10,6.41,5.79,4.85,5.51,7.865576378860951,3.876984408729836,5.6717883489106455
2016-10-08 06:49:11,6.41,5.79,4.85,5.51,7.860478786628837,3.921058835994619,5.687440137514926
2016-10-08 06:50:12,6.41,5.79,4.85,5.51,7.855319787748817,3.965093617397728,5.697194015432821
2016-10-08 06:51:13,6.41,5.79,4.85,5.51,7.850236792194903,4.008133863480952,5.703286727924386
2016-10-08 06:52:14,6.41,5.79,4.85,5.51,7.845093648330139,4.0512497442372375,5.712715964865942
2016-10-08 06:53:15,6.41,5.79,4.85,5.51,7.8399889255389565,4.093601762676734,5.72569032159449
2016-10-08 06:54:16,6.41,5.79,4.85,5.51,7.834898883329175,4.135511800588938,5.737268627042649
2016-10-08 06:55:17,6.41,5.6002525254527855,4.85,5.51,7.829771174963667,4.177298101474435,5.742745518551837
2016-10-08 06:56:18,6.41,5.79,4.85,5.51,7.824648667752781,4.218665555293887,5.74554679627918
2016-10-08 06:57:19,6.41,5.79,4.85,5.51,7.8195353883118095,4.259613084337596,5.7534642552517035
2016-10-08 06:58:20,6.41,5.79,4.85,5.51,7.814426387195733,4.300206982767518,5.763336115128206
2016-10-08 06:59:21,6.41,5.79,4.85,5.51,7.809309164989933,4.3406258843775944,5.768303790088789
2016-10-08 07:00:22,6.41,5.79,4.85,5.51,7.8026938407592015,4.380743178626414,5.769076526438059
2016-10-08 07:01:23,6.41,5.79,4.85,5.51,7.793429332210691,4.4204406574179025,5.773140453818591
2016-10-08 07:02:24,6.41,5.79,4.85,5.51,7.784129116643962,4.460014488231089,5.780712809796304
2016-10-08 07:03:25,6.41,5.79,4.85,5.51,7.774905784996121,4.498886314881696,5.784272700681742
2016-10-08 07:04:26,6.41,5.79,4.85,5.51,7.765568191119229,4.538013337843763,5.783590708263709
2016-10-08 07:05:27,6.41,5.79,4.85,5.51,7.756383453353438,4.5760398185945785,5.785569886813219
2016-10-08 07:06:28,6.41,5.79,4.85,5.51,7.747107548842369,4.614285948342399,5.790718353968838
2016-10-08 07:07:29,6.41,5.79,4.85,5.51,7.737790467430629,4.6524254293424345,5.792761703347098
2016-10-08 07:08:30,6.41,5.79,4.85,5.51,7.728541305214511,4.6899894256032315,5.790891682132454
2016-10-08 07:09:31,6.41,5.79,4.85,5.51,7.71927497330817,4.727391510354529,5.791177923881341
2016-10-08 07:10:32,6.41,5.79,4.85,5.51,7.710038118590247,4.764366423396466,5.794393863563641
2016-10-08 07:11:33,6.41,5.79,4.85,5.51,7.700774825518104,4.801316936300991,5.795086283424056
2016-10-08 07:12:34,6.41,5.522694220115703,4.85,5.51,7.691483118859064,4.837889690065355,5.79268038292606
2016-10-08 07:13:35,6.41,5.79,4.85,5.51,7.682213292207428,4.874318711584991,5.791353011043869
2016-10-08 07:14:36,6.41,5.79,4.85,5.51,7.672965041622465,4.910302202379531,5.792812135338071
2016-10-08 07:15:37,6.41,5.79,4.85,5.51,7.663687769664662,4.946344221163137,5.792808188788343
2016-10-08 07:16:38,6.41,5.79,4.85,5.51,7.654419006614548,4.9820736914848975,5.789804883088992
2016-10-08 07:17:39,6.41,5.79,4.85,5.51,7.645166501623501,5.017428663184095,5.787530616430242
2016-10-08 07:18:40,6.41,5.79,4.85,5.51,7.635825868912411,5.052986320282935,5.787160523990342
2016-10-08 07:19:41,6.41,5.79,4.85,5.51,7.626617883596963,5.087633347312943,5.7862068944679095
2016-10-08 07:20:42,6.41,5.70687889537245,4.85,5.51,7.617292597218266,5.122719608499031,5.782745511115376
2016-10-08 07:21:43,6.41,5.64207855489604,4.85,5.488164797136154,7.608032798891418,5.157184243501906,5.779345096925143
2016-10-08 07:22:44,6.41,5.79,4.85,5.472569542403966,7.598733343080998,5.191802519240994,5.777908925138343
2016-10-08 07:23:45,6.41,5.734864174766569,4.85,5.427808873086491,7.589492537802203,5.2257115416065085,5.7757808653590725
2016-10-08 07:24:46,6.41,5.79,4.85,5.449573695697997,7.580244743032818,5.25953005500401,5.771504325941173
2016-10-08 07:25:47,6.41,5.6538371966827246,4.85,5.379476739308371,7.570986160277856,5.293185000883675,5.767291718676212
2016-10-08 07:26:48,6.41,5.79,4.85,5.407414808090735,7.561736390275795,5.326702493828277,5.764465470106992
2016-10-08 07:27:49,6.41,5.479749589788408,4.85,5.401846332292479,7.552409280539268,5.360070845028929,5.761502752741542
2016-10-08 07:28:50,6.41,5.79,4.85,5.357543570228627,7.5431193972380575,5.393252399692658,5.756742193907396
2016-10-08 07:29:51,6.41,5.7140359988062315,4.85,5.359815159784511,7.533862333900195,5.426179330427505,5.75165696639894
2016-10-08 07:30:52,6.41,5.636408063523179,4.85,5.265926767711314,7.524611500296612,5.45876340813529,5.748453265353177
2016-10-08 07:31:53,6.41,5.772178286859958,4.848194601554477,5.2963471765661065,7.515367808058466,5.491247080993835,5.74463434124362
2016-10-08 07:32:54,6.41,5.70131576676251,4.8049848704253675,5.23526883622958,7.506070327480723,5.523324206448622,5.738981614513894
2016-10-08 07:33:55,6.41,5.720280952645521,4.77476931310853,5.1725475953822,7.496777861160892,5.555183133783062,5.733334274381145
2016-10-08 07:34:56,6.41,5.425643981681183,4.799778525679934,5.191554446404425,7.487537207756944,5.58690953329845,5.72876314349633
2016-10-08 07:35:57,6.41,5.79,4.811445191777023,5.161892415773079,7.478235928588694,5.619238125971291,5.723570063959585
2016-10-08 07:36:58,6.41,5.79,4.771799915357523,5.1363212145725035,7.469045872815297,5.6504226512714215,5.717293579038216
2016-10-08 07:37:59,6.41,5.645168193397783,4.743018056367777,5.07407089876891,7.459741402746965,5.68092666968951,5.710425642314309
2016-10-08 07:39:00,6.41,5.559400806195661,4.761394242861048,5.090410667260341,7.450520350272532,5.710653895959349,5.703861337967718
2016-10-08 07:40:01,6.41,5.771316938643121,4.72403331655769,5.0469116315156155,7.441160876388235,5.741593420592382,5.697423177527487
2016-10-08 07:41:03,6.41,5.631749367907361,4.675932620204896,5.044001364347836,7.431746094747243,5.773626384956241,5.690086573378667
2016-10-08 07:42:04,6.41,5.68392604506536,4.69631469099882,4.975328104382746,7.4225052894684485,5.805186626347185,5.682150540354963
2016-10-08 07:43:05,6.41,5.70821133358157,4.6652756322271225,4.9725746145687975,7.413241844425939,5.835441962389849,5.674511829098531
2016-10-08 07:44:06,6.41,5.441372480539171,4.620758167840109,4.914827427419082,7.404001191117509,5.863386210545913,5.667462191255943
2016-10-08 07:45:07,6.41,5.634078240518967,4.637513050277515,4.9153079888076,7.39471237141782,5.891763764241421,5.659298858729116
2016-10-08 07:46:08,6.41,5.663780435022406,4.6340320248325355,4.884405373442712,7.385493749991642,5.921924958895325,5.65035732894646
2016-10-08 07:47:09,6.41,5.468963596876566,4.59691620882559,4.8497438128944035,7.376183506100126,5.953675997958072,5.641935675624714
2016-10-08 07:48:10,6.41,5.747937246517274,4.614944200864785,4.790936685770942,7.366956527832144,5.984428822709646,5.634223807932258
2016-10-08 07:49:11,6.41,5.587616280575642,4.570585322533288,4.728102127308914,7.3576263791659,6.01258392834535,5.625347290702714
2016-10-08 07:50:12,6.41,5.578288776521638,4.533743540672638,4.701312917850052,7.3483565525142645,6.038212276059577,5.615544549078932
2016-10-08 07:51:13,6.41,5.523705853835872,4.536596010308043,4.659579831430227,7.3390774571986315,6.066515718234649,5.606228774474822
2016-10-08 07:52:14,6.41,5.480145067258608,4.512980982469774,4.651582304313474,7.329815075853162,6.097425251914098,5.597859513294693
2016-10-08 07:53:15,6.41,5.595121958132172,4.490087530157902,4.609954195188573,7.3205134928397,6.128796336594746,5.5881421241154605
2016-10-08 07:54:16,6.41,5.595960558957953,4.457585729316161,4.540885595774667,7.311251111398713,6.156783561984614,5.577154223584856
2016-10-08 07:55:17,6.41,5.635663831961146,4.4014367904209095,4.530907198901224,7.302064094459514,6.180234395623038,5.56734558089591
2016-10-08 07:56:18,6.41,5.671708360910606,4.395784710394234,4.42284797137693,7.292692617017753,6.20703983448386,5.558183417347235
2016-10-08 07:57:19,6.41,5.607583293113249,4.387388715174376,4.410994375541081,7.283464271112,6.237163920439674,5.547628461380949
2016-10-08 07:58:20,6.41,5.488525415215086,4.333634090900071,4.321056081544035,7.274246865353227,6.2682502677916325,5.535724654870968
2016-10-08 07:59:21,6.41,5.619584399232881,4.31183671686127,4.291452408732821,7.26493449416315,6.295329937361572,5.525562028332862
2016-10-08 08:00:22,6.41,5.605263821578449,4.3255029571548365,4.278561119158228,7.254813466703741,6.3174466120482595,5.516002195265388
2016-10-08 08:01:23,6.41,5.594404030055111,4.286980355988499,4.2333841838846435,7.243290488952788,6.343074861095447,5.504384386510813
2016-10-08 08:02:24,6.41,5.516231283972728,4.246591328066661,4.18699064123927,7.231758633334467,6.37307478533178,5.491855190082964
2016-10-08 08:03:25,6.41,5.57575736180637,4.233551114196887,4.173977124734679,7.2203590000524045,6.403412848470998,5.482421748012462
2016-10-08 08:04:26,6.41,5.547643173322673,4.244490663674294,4.127973824150613,7.208790122308174,6.427276653534394,5.472593366443017
2016-10-08 08:05:27,6.41,5.604570737542449,4.197709207848053,4.078192860764335,7.1972146333936955,6.448022198673616,5.459033489171791
2016-10-08 08:06:28,6.41,5.5938154671609555,4.162555271196939,3.995003476827197,7.185769666644207,6.4739657922332885,5.4462741649891475
2016-10-08 08:07:29,6.41,5.528203711574337,4.14654552139025,3.9891535739764175,7.174177177798188,6.504454459407649,5.4374329122028335
2016-10-08 08:08:31,6.41,5.4480705994306575,4.146473279033047,3.90336294314866,7.162565611125876,6.532444770882217,5.42618626969372
2016-10-08 08:09:32,6.41,5.604422140522735,4.059603473252421,3.8637422079625825,7.151047166650419,6.551819249531301,5.41002157528656
2016-10-08 08:10:33,6.41,5.53768449214166,4.071315962167878,3.859122402697571,7.139422944519693,6.57356358885662,5.397800437272645
2016-10-08 08:11:34,6.41,5.578549746440113,4.092900605218925,3.826711858056736,7.127941900012371,6.602076933985531,5.390644560782933
2016-10-08 08:12:35,6.41,5.611696323819836,4.013065848075062,3.7817772483785514,7.116409288947087,6.6326467509581235,5.376161945493756
2016-10-08 08:13:36,6.41,5.606074447029423,3.94179360289622,3.710704189161829,7.104878566736698,6.654022460663936,5.358247743190466
2016-10-08 08:14:37,6.41,5.478760085650859,3.9889368988552234,3.7296488049737833,7.093351055591504,6.672750836626948,5.351245412622223
2016-10-08 08:15:38,6.41,5.4931952510125015,4.0165076717998485,3.7262737615588093,7.081881533372151,6.699237307338336,5.3423432638689565
2016-10-08 08:16:39,6.41,5.6199480903676555,3.880591171925675,3.569101768744183,7.070354022226957,6.730915340934171,5.320413360174527
2016-10-08 08:17:40,6.41,5.350082475918697,3.8705856230025057,3.5861106994699634,7.058793833310238,6.755304834878661,5.310346373882329
2016-10-08 08:18:41,6.41,5.409919911520139,3.970326694045556,3.5926242403608444,7.047235344446046,6.772576727943486,5.307623192348165
2016-10-08 08:19:43,6.41,5.427593765052763,3.7926178796760968,3.436592478362662,7.035577877780456,6.796597429436966,5.287251566912639
2016-10-08 08:20:44,6.41,5.2832300581819664,3.716883717504925,3.386545383502374,7.023986711144738,6.827562299067139,5.267140011493208
2016-10-08 08:21:45,6.41,5.549255382293479,3.8403945356013782,3.4618338286211467,7.01252039999058,6.853063820904788,5.269330013647369
2016-10-08 08:22:46,6.41,5.461348012558683,3.850033963414682,3.4803889694673664,7.001020655617934,6.8679404253903265,5.254656827122426
2016-10-08 08:23:47,6.41,5.472897734792548,3.6033159940171804,3.2717079832517872,6.989503911076259,6.889178526711256,5.228372164691752
2016-10-08 08:24:48,6.41,5.489614349931066,3.711281714249407,3.3173076936875106,6.977916711190186,6.919404917829858,5.225718253474443
2016-10-08 08:25:49,6.41,5.3563663265637,3.8191842471480366,3.3104792351276133,6.966492333398404,6.943853590254694,5.219870603059714
2016-10-08 08:26:50,6.41,5.418048964613965,3.522749698899353,3.221473151220444,6.954883033304468,6.957464887900242,5.190250229033325
2016-10-08 08:27:51,6.41,5.487495621646741,3.660826573528508,3.1760237895966092,6.943459599999505,6.977420674727425,5.184912266835051
2016-10-08 08:28:52,6.41,5.410180005900804,3.743135621160098,3.2805951502674686,6.931867677798079,7.00746824961899,5.180050633104157
2016-10-08 08:29:53,6.41,5.450874748351443,3.4600636402708314,3.0503274817510664,6.9203934333821175,7.030367145473253,5.14930909971411
2016-10-08 08:30:54,6.41,5.345283944558605,3.5424723023759985,3.1241035248301623,6.908771855553249,7.043187648995151,5.144471857252563
2016-10-08 08:31:55,6.41,5.421401128087083,3.6659442626964585,3.187517991631705,6.897322166725896,7.062126578202834,5.139835742651687
2016-10-08 08:32:56,6.41,5.370571038101032,3.340598491065308,2.901946459616233,6.8857672666503795,7.087522756336352,5.107859693045613
2016-10-08 08:33:57,6.351711439502625,5.436196949704199,3.574302631977771,3.0356869091800913,6.8742244556261705,7.108552335090428,5.109382089378576
2016-10-08 08:34:58,6.354280779484958,5.462005538063509,3.5354586586310224,3.027795845731504,6.862677488931203,7.123771001074747,5.097218362192619
2016-10-08 08:35:59,6.386584764052814,5.202220670009739,3.259108966422582,2.861087132541012,6.851219299959963,7.138888193600788,5.068124278542357
2016-10-08 08:37:00,6.245575908088855,5.361045837506124,3.568542404145147,3.0811622853813216,6.839759411173684,7.157110671964432,5.077042185462592
2016-10-08 08:38:01,6.365942435159078,5.218898843412245,3.295541118345555,2.7009218548365483,6.828122344425944,7.179418575034532,5.049139850390922
2016-10-08 08:39:02,6.26406669748807,5.360507684792697,3.344137943171066,2.9854655342804914,6.8166620777974405,7.204616798596279,5.037787672003786
2016-10-08 08:40:03,6.259954902304465,5.260562898743945,3.4130227479457367,2.6793277748716213,6.80517612229114,7.229460947659247,5.037655502306507
2016-10-08 08:41:04,6.209144723064319,5.346818628696225,3.0980906279029115,2.646073941412036,6.793558888935401,7.250192690880908,5.002348222331911
2016-10-08 08:42:06,6.193626300795123,5.173252916201539,3.4654180612732035,2.97553958117879,6.781824922281016,7.268122383396404,5.011222968105242
2016-10-08 08:43:07,6.187897143809734,5.260641083226273,3.0619757619105625,2.510814843411941,6.770425666722436,7.285270474841841,4.983057779236255
2016-10-08 08:44:08,6.308114049502069,5.379171790454478,3.2979967898143605,2.67845548865204,6.758911755522475,7.305122450589508,4.976981526840715
2016-10-08 08:45:10,6.323935080202067,5.35494845001955,3.2393365790612187,2.5105509490046316,6.747154933332009,7.325878387131276,4.967674398961178
2016-10-08 08:46:11,6.175477314566465,5.421652152370257,3.0668291225671065,2.5723150226211975,6.735637244422259,7.3460276344208015,4.940197214855694
2016-10-08 08:47:12,6.113897814965824,5.334970176136729,3.274249360780286,2.43962200901625,6.724019633343037,7.366513500728729,4.948699233277883
2016-10-08 08:48:13,6.130508496311381,5.12348408493759,2.991403945557304,2.5801770153720653,6.71253896667794,7.385749322519359,4.9101509097482605
2016-10-08 08:49:14,6.160542167928192,5.1389846905260494,3.2613345828265285,2.4045489535924136,6.701075488865497,7.404269589404848,4.922287495249485
2016-10-08 08:50:15,6.159605528973044,5.087145681363157,2.979054464608005,2.5613125319874817,6.689508311173792,7.423665777588649,4.884458449150082
2016-10-08 08:51:16,6.171609158123845,5.304569559565782,3.21515676533179,2.4367771912773426,6.678060888924814,7.443727161221721,4.893482478525529
2016-10-08 08:52:17,6.112145510795096,5.247121218620866,2.9842596625718185,2.4680473697481053,6.666396433365496,7.463673562761349,4.862009911372915
2016-10-08 08:53:18,6.09873212072199,5.114123132696521,3.1551057370144373,2.4127824695507583,6.655023433329307,7.481415430686223,4.8624814256271165
2016-10-08 08:54:19,6.105464851035541,5.315572515324014,3.022022304322815,2.411349131912997,6.643406011171197,7.498355920246748,4.839461190773616
2016-10-08 08:55:20,6.137633069238945,5.070605114185487,3.0543077404351235,2.393379269385669,6.631895122234063,7.51465865838092,4.830200802374529
2016-10-08 08:56:21,6.070232413251837,5.122495464577383,3.016357275878938,2.3582800668681734,6.620382911086629,7.531004297969578,4.817700969460731
2016-10-08 08:57:22,6.050856775316753,5.206263431512556,2.9903627558745276,2.373105643051004,6.608833488892172,7.547775253581314,4.800343131392471
2016-10-08 08:58:23,6.026158117173739,5.07300424853026,3.043147994103621,2.326348167904967,6.597343755557338,7.565310206989476,4.794643039442835
2016-10-08 08:59:24,6.012304700523378,5.227117166919242,2.9200086314492752,2.3058637954689396,6.5857590111707545,7.583539517269559,4.771774520216342
2016-10-08 09:00:25,6.026399457535411,5.294828355316524,3.0311764264199446,2.277590395392125,6.574786987191752,7.602255894520427,4.770721622405434
2016-10-08 09:01:26,6.04396840515765,5.133416112417464,2.8582496836529807,2.2468897676971356,6.5643038358013905,7.61973204815458,4.744958009528361
2016-10-08 09:02:27,6.035128591988068,5.261932012146753,3.007981082542886,2.2181346469090975,6.554041023872097,7.636632804410551,4.74696842176937
2016-10-08 09:03:29,6.064589276073049,5.237640576260687,2.797292656659893,2.192505062961706,6.54346115468905,7.65115439809774,4.719379266046707
2016-10-08 09:04:30,6.003509290141902,5.085473659008627,2.9922475837417246,2.164762060024412,6.533008993895958,7.6648422461210375,4.724097940660824
2016-10-08 09:05:31,5.986711398595498,5.253210059901985,2.78276306329711,2.1438434398179393,6.522591229194402,7.67870369487414,4.693754266639978
2016-10-08 09:06:32,5.983730327893622,5.090370133935685,2.9486630836695302,2.119159882982316,6.512231869672206,7.693803940172433,4.699053191163996
2016-10-08 09:07:33,5.9826030508838155,5.106057428824277,2.7365344621636534,2.0962029856098243,6.501789414762565,7.710034783548856,4.669591146978487
2016-10-08 09:08:34,5.968989847237259,5.240086684049273,2.911146276051212,2.072383594481492,6.491479776377236,7.727714564410059,4.6736475473379056
2016-10-08 09:09:35,5.947835234736148,5.1778276831354715,2.7385128596843336,2.0516285071421363,6.481102026929095,7.744402360922536,4.647703360359375
2016-10-08 09:10:36,5.951327680171117,5.114820597948155,2.882864456399054,2.0282710281044514,6.470700098086306,7.760239779319059,4.648094003260378
2016-10-08 09:11:37,5.9290503305763185,5.15403212189798,2.7347638261264913,2.0090423874324035,6.460305491152528,7.774890002231171,4.625559186790401
2016-10-08 09:12:38,5.923641488614781,5.214799170739603,2.787436605271222,1.9919359563408534,6.449929444451522,7.789485951840409,4.622053707205561
2016-10-08 09:13:39,5.9059382972569345,5.240707643928449,2.761355563817555,1.968915357417259,6.439541648613321,7.803607146820989,4.604701661807308
2016-10-08 09:14:40,5.906821142330074,5.185348352362413,2.7431123303729885,1.9449159472806263,6.429206638899644,7.817222001118583,4.595071666277783
2016-10-08 09:15:41,5.888065313322269,5.012597469959257,2.7558505676065437,1.9194602488036665,6.418853068846153,7.830363760718231,4.58546039648102
2016-10-08 09:16:42,5.8835918636522635,5.160399520840369,2.6355888412030457,1.8831992231045822,6.408382347820291,7.843141231065655,4.568533714546438
2016-10-08 09:17:43,5.8721028215241,5.27557238015472,2.767014790900833,1.8715349958770302,6.398077647476578,7.857352830462913,4.565649306503596
2016-10-08 09:18:44,5.87321999444661,4.994737131560054,2.6002744068169616,1.8413871751290043,6.387622421695829,7.871843868170421,4.541465722919041
2016-10-08 09:19:46,5.846492379982264,5.238936931933038,2.7527591883804936,1.8307529968100424,6.377115261110601,7.887077649485314,4.544231316814777
2016-10-08 09:20:47,5.851459122137339,5.081124061296504,2.4959472136154583,1.8186410372420587,6.366686598591896,7.901578709010614,4.515266018732499
2016-10-08 09:21:48,5.823216735008968,4.9992449071728515,2.7473672191912852,1.7971646494182807,6.3563291122307035,7.916206990149336,4.523867372577742
2016-10-08 09:22:49,5.8229005078431975,5.041175812613923,2.451171434130493,1.788600719518275,6.345896022483817,7.92920784332557,4.489705891171148
2016-10-08 09:23:50,5.803700434040939,4.980269008358125,2.736250912271861,1.7691370695924231,6.335549604139556,7.943035999320239,4.501958063621888
2016-10-08 09:24:51,5.802647359780968,5.079710409187875,2.4563855462069437,1.7533937631743846,6.325187690550182,7.955433880679847,4.4676058171730055
2016-10-08 09:25:52,5.787364471954968,4.974918926213725,2.6912417458452276,1.743840021029221,6.314703517532949,7.967314254705091,4.477077985216338
2016-10-08 09:26:53,5.7794250544253,5.168535074457587,2.497241884913268,1.7180844313847676,6.30440494716455,7.978853203124409,4.449708217572251
2016-10-08 09:27:54,5.765376813732294,5.050524263517526,2.5717590980130303,1.721208884312649,6.29396538693574,7.9900276969798165,4.449425155160153
