,O1,O2,O3,O4,O6,O7,O8,O10,O11
2014-07-06 00:58:08,0.2899682291230494,1.0,0.5513760561079376,0.4322773097165463,0.44788931851648445,1.0,1.0,0.23033227635105571,0.2982965786282785
2014-07-06 00:59:11,0.2899682291230494,1.0,0.5513760561079376,0.4322773097165463,0.44788931851648445,1.0,1.0,0.23033227635105571,0.2982965786282785
2014-07-06 01:00:14,0.2899790271613785,1.0,0.5504253082090781,0.4322091863282496,0.4511527677029472,1.0,1.0,0.2302840287265109,0.2992320180129604
2014-07-06 01:01:17,0.2899790271613785,1.0,0.5504253082090781,0.4322091863282496,0.4511527677029472,1.0,1.0,0.2302840287265109,0.2992320180129604
2014-07-06 01:02:21,0.2899790271613785,1.0,0.5504253082090781,0.4322091863282496,0.4511527677029472,1.0,1.0,0.2302840287265109,0.2992320180129604
2014-07-06 01:03:24,0.2899790271613785,1.0,0.5504253082090781,0.4322091863282496,0.4511527677029472,1.0,1.0,0.2302840287265109,0.2992320180129604
2014-07-06 01:04:27,0.2899790271613785,1.0,0.5504253082090781,0.4322091863282496,0.4511527677029472,1.0,1.0,0.2302840287265109,0.2992320180129604
2014-07-06 01:05:30,0.28999017365155305,1.0,0.5494400303891396,0.4321381150608519,0.45471698902725666,1.0,1.0,0.23023381437961965,0.30022194563815885
2014-07-06 01:06:33,0.28999017365155305,1.0,0.5494400303891396,0.4321381150608519,0.45471698902725666,1.0,1.0,0.23023381437961965,0.30022194563815885
2014-07-06 01:07:36,0.28999017365155305,1.0,0.5494400303891396,0.4321381150608519,0.45471698902725666,1.0,1.0,0.23023381437961965,0.30022194563815885
2014-07-06 01:08:39,0.28999017365155305,1.0,0.5494400303891396,0.4321381150608519,0.45471698902725666,1.0,1.0,0.23023381437961965,0.30022194563815885
2014-07-06 01:09:42,0.28999017365155305,1.0,0.5494400303891396,0.4321381150608519,0.45471698902725666,1.0,1.0,0.23023381437961965,0.30022194563815885
2014-07-06 01:10:45,0.29000121566683834,1.0,0.5484615766460058,0.432067109223364,0.4584524171913597,1.0,1.0,0.23018373271716117,0.30122638937524276
2014-07-06 01:11:48,0.29000121566683834,1.0,0.5484615766460058,0.432067109223364,0.4584524171913597,1.0,1.0,0.23018373271716117,0.30122638937524276
2014-07-06 01:12:51,0.29000121566683834,1.0,0.5484615766460058,0.432067109223364,0.4584524171913597,1.0,1.0,0.23018373271716117,0.30122638937524276
2014-07-06 01:13:54,0.29000121566683834,1.0,0.5484615766460058,0.432067109223364,0.4584524171913597,1.0,1.0,0.23018373271716117,0.30122638937524276
2014-07-06 01:14:57,0.29000121566683834,1.0,0.5484615766460058,0.432067109223364,0.4584524171913597,1.0,1.0,0.23018373271716117,0.30122638937524276
2014-07-06 01:16:00,0.29001221446762454,1.0,0.5474898651648574,0.4319962335448043,0.4623755502805519,1.0,1.0,0.23013378304892632,0.30224572381169484
2014-07-06 01:17:03,0.29001221446762454,1.0,0.5474898651648574,0.4319962335448043,0.4623755502805519,1.0,1.0,0.23013378304892632,0.30224572381169484
2014-07-06 01:18:06,0.29001221446762454,1.0,0.5474898651648574,0.4319962335448043,0.4623755502805519,1.0,1.0,0.23013378304892632,0.30224572381169484
2014-07-06 01:19:09,0.29001221446762454,1.0,0.5474898651648574,0.4319962335448043,0.4623755502805519,1.0,1.0,0.23013378304892632,0.30224572381169484
2014-07-06 01:20:24,0.290022905432624,1.0,0.546524755319637,0.43192541270411255,0.46650570984996703,1.0,1.0,0.230083961630284,0.30328040277852925
2014-07-06 01:21:27,0.290022905432624,1.0,0.546524755319637,0.43192541270411255,0.46650570984996703,1.0,1.0,0.230083961630284,0.30328040277852925
2014-07-06 01:22:30,0.290022905432624,1.0,0.546524755319637,0.43192541270411255,0.46650570984996703,1.0,1.0,0.230083961630284,0.30328040277852925
2014-07-06 01:23:33,0.290022905432624,1.0,0.546524755319637,0.43192541270411255,0.46650570984996703,1.0,1.0,0.230083961630284,0.30328040277852925
2014-07-06 01:24:36,0.290022905432624,1.0,0.546524755319637,0.43192541270411255,0.46650570984996703,1.0,1.0,0.230083961630284,0.30328040277852925
2014-07-06 01:25:39,0.2900331308312053,1.0,0.5456059329272851,0.43185754602659454,0.47067927005239524,1.0,1.0,0.23003633497062095,0.3042868118733693
2014-07-06 01:26:42,0.2900331308312053,1.0,0.5456059329272851,0.43185754602659454,0.47067927005239524,1.0,1.0,0.23003633497062095,0.3042868118733693
2014-07-06 01:27:45,0.2900331308312053,1.0,0.5456059329272851,0.43185754602659454,0.47067927005239524,1.0,1.0,0.23003633497062095,0.3042868118733693
2014-07-06 01:28:48,0.2900331308312053,1.0,0.5456059329272851,0.43185754602659454,0.47067927005239524,1.0,1.0,0.23003633497062095,0.3042868118733693
2014-07-06 01:29:51,0.2900331308312053,1.0,0.5456059329272851,0.43185754602659454,0.47067927005239524,1.0,1.0,0.23003633497062095,0.3042868118733693
2014-07-06 01:30:54,0.2900435300522052,1.0,0.5446535598912701,0.43178688299337364,0.4752823877608097,1.0,1.0,0.2299867646250912,0.3053526976267162
2014-07-06 01:31:57,0.2900435300522052,1.0,0.5446535598912701,0.43178688299337364,0.4752823877608097,1.0,1.0,0.2299867646250912,0.3053526976267162
2014-07-06 01:33:00,0.2900435300522052,1.0,0.5446535598912701,0.43178688299337364,0.4752823877608097,1.0,1.0,0.2299867646250912,0.3053526976267162
2014-07-06 01:34:03,0.2900435300522052,1.0,0.5446535598912701,0.43178688299337364,0.4752823877608097,1.0,1.0,0.2299867646250912,0.3053526976267162
2014-07-06 01:35:18,0.29005408748645173,1.0,0.5437076267223302,0.43171630402567635,0.48016928333223535,1.0,1.0,0.2299373242685074,0.3064350897422353
2014-07-06 01:36:21,0.29005408748645173,1.0,0.5437076267223302,0.43171630402567635,0.48016928333223535,1.0,1.0,0.2299373242685074,0.3064350897422353
2014-07-06 01:37:24,0.29005408748645173,1.0,0.5437076267223302,0.43171630402567635,0.48016928333223535,1.0,1.0,0.2299373242685074,0.3064350897422353
2014-07-06 01:38:27,0.29005408748645173,1.0,0.5437076267223302,0.43171630402567635,0.48016928333223535,1.0,1.0,0.2299373242685074,0.3064350897422353
2014-07-06 01:39:30,0.29005408748645173,1.0,0.5437076267223302,0.43171630402567635,0.48016928333223535,1.0,1.0,0.2299373242685074,0.3064350897422353
2014-07-06 01:40:33,0.290064325379329,1.0,0.5427679999409811,0.4316457937333014,0.48537640505669605,1.0,1.0,0.2298880101879073,0.3075345106424743
2014-07-06 01:41:36,0.290064325379329,1.0,0.5427679999409811,0.4316457937333014,0.48537640505669605,1.0,1.0,0.2298880101879073,0.3075345106424743
2014-07-06 01:42:39,0.290064325379329,1.0,0.5427679999409811,0.4316457937333014,0.48537640505669605,1.0,1.0,0.2298880101879073,0.3075345106424743
2014-07-06 01:43:41,0.290064325379329,1.0,0.5427679999409811,0.4316457937333014,0.48537640505669605,1.0,1.0,0.2298880101879073,0.3075345106424743
2014-07-06 01:44:44,0.290064325379329,1.0,0.5427679999409811,0.4316457937333014,0.48537640505669605,1.0,1.0,0.2298880101879073,0.3075345106424743
2014-07-06 01:45:47,0.29007435190636793,1.0,0.5418346070323539,0.4315753868358386,0.49094729142396887,1.0,1.0,0.22983882183397608,0.3086514308262111
2014-07-06 01:46:50,0.29007435190636793,1.0,0.5418346070323539,0.4315753868358386,0.49094729142396887,1.0,1.0,0.22983882183397608,0.3086514308262111
2014-07-06 01:47:53,0.29007435190636793,1.0,0.5418346070323539,0.4315753868358386,0.49094729142396887,1.0,1.0,0.22983882183397608,0.3086514308262111
2014-07-06 01:48:56,0.29007435190636793,1.0,0.5418346070323539,0.4315753868358386,0.49094729142396887,1.0,1.0,0.22983882183397608,0.3086514308262111
2014-07-06 01:49:59,0.29007435190636793,1.0,0.5418346070323539,0.4315753868358386,0.49094729142396887,1.0,1.0,0.22983882183397608,0.3086514308262111
2014-07-06 01:51:02,0.2900844766737268,1.0,0.5409074001947322,0.43150502657664536,0.4969347635987028,1.0,1.0,0.22978975993395986,0.30978630560574627
2014-07-06 01:52:05,0.2900844766737268,1.0,0.5409074001947322,0.43150502657664536,0.4969347635987028,1.0,1.0,0.22978975993395986,0.30978630560574627
2014-07-06 01:53:07,0.2900844766737268,1.0,0.5409074001947322,0.43150502657664536,0.4969347635987028,1.0,1.0,0.22978975993395986,0.30978630560574627
2014-07-06 01:54:10,0.2900844766737268,1.0,0.5409074001947322,0.43150502657664536,0.4969347635987028,1.0,1.0,0.22978975993395986,0.30978630560574627
2014-07-06 01:55:13,0.290094139970109,1.0,0.5400244699389797,0.43143772554608,0.5031263142425408,1.0,1.0,0.22974285678944825,0.3108913564820683
2014-07-06 01:56:16,0.290094139970109,1.0,0.5400244699389797,0.43143772554608,0.5031263142425408,1.0,1.0,0.22974285678944825,0.3108913564820683
2014-07-06 01:57:19,0.290094139970109,1.0,0.5400244699389797,0.43143772554608,0.5031263142425408,1.0,1.0,0.22974285678944825,0.3108913564820683
2014-07-06 01:58:22,0.290094139970109,1.0,0.5400244699389797,0.43143772554608,0.5031263142425408,1.0,1.0,0.22974285678944825,0.3108913564820683
2014-07-06 01:59:25,0.290094139970109,1.0,0.5400244699389797,0.43143772554608,0.5031263142425408,1.0,1.0,0.22974285678944825,0.3108913564820683
2014-07-06 02:00:27,0.29010384131063494,1.0,0.5391091155198066,0.43136751415360014,0.5101366706824532,1.0,1.0,0.2296940377600653,0.31206296127783206
2014-07-06 02:01:30,0.29010384131063494,1.0,0.5391091155198066,0.43136751415360014,0.5101366706824532,1.0,1.0,0.2296940377600653,0.31206296127783206
2014-07-06 02:02:33,0.29010384131063494,1.0,0.5391091155198066,0.43136751415360014,0.5101366706824532,1.0,1.0,0.2296940377600653,0.31206296127783206
2014-07-06 02:03:36,0.29010384131063494,1.0,0.5391091155198066,0.43136751415360014,0.5101366706824532,1.0,1.0,0.2296940377600653,0.31206296127783206
2014-07-06 02:04:39,0.29010384131063494,1.0,0.5391091155198066,0.43136751415360014,0.5101366706824532,1.0,1.0,0.2296940377600653,0.31206296127783206
2014-07-06 02:05:42,0.29011337436238016,1.0,0.5381997057237249,0.43129739425168506,0.5178150288909978,1.0,1.0,0.22964534171451062,0.3132541257997593
2014-07-06 02:06:44,0.29011337436238016,1.0,0.5381997057237249,0.43129739425168506,0.5178150288909978,1.0,1.0,0.22964534171451062,0.3132541257997593
2014-07-06 02:07:47,0.29011337436238016,1.0,0.5381997057237249,0.43129739425168506,0.5178150288909978,1.0,1.0,0.22964534171451062,0.3132541257997593
2014-07-06 02:08:50,0.29011337436238016,1.0,0.5381997057237249,0.43129739425168506,0.5178150288909978,1.0,1.0,0.22964534171451062,0.3132541257997593
2014-07-06 02:09:53,0.29011337436238016,1.0,0.5381997057237249,0.43129739425168506,0.5178150288909978,1.0,1.0,0.22964534171451062,0.3132541257997593
2014-07-06 02:10:56,0.2901228904476242,1.0,0.5372961706272577,0.4312273290265322,0.5263005955300711,1.0,1.0,0.22959676791342692,0.3144654268526204
2014-07-06 02:11:59,0.2901228904476242,1.0,0.5372961706272577,0.4312273290265322,0.5263005955300711,1.0,1.0,0.22959676791342692,0.3144654268526204
2014-07-06 02:13:01,0.2901228904476242,1.0,0.5372961706272577,0.4312273290265322,0.5263005955300711,1.0,1.0,0.22959676791342692,0.3144654268526204
2014-07-06 02:14:04,0.2901228904476242,1.0,0.5372961706272577,0.4312273290265322,0.5263005955300711,1.0,1.0,0.22959676791342692,0.3144654268526204
2014-07-06 02:15:20,0.2901323877515536,1.0,0.5363984596973882,0.4311573352496815,0.5357823373126793,1.0,1.0,0.22954831665996547,0.3156974407669239
2014-07-06 02:16:22,0.2901323877515536,1.0,0.5363984596973882,0.4311573352496815,0.5357823373126793,1.0,1.0,0.22954831665996547,0.3156974407669239
2014-07-06 02:17:25,0.2901323877515536,1.0,0.5363984596973882,0.4311573352496815,0.5357823373126793,1.0,1.0,0.22954831665996547,0.3156974407669239
2014-07-06 02:18:28,0.2901323877515536,1.0,0.5363984596973882,0.4311573352496815,0.5357823373126793,1.0,1.0,0.22954831665996547,0.3156974407669239
2014-07-06 02:19:31,0.2901323877515536,1.0,0.5363984596973882,0.4311573352496815,0.5357823373126793,1.0,1.0,0.22954831665996547,0.3156974407669239
2014-07-06 02:20:34,0.29014188223639037,1.0,0.5355064873739332,0.431087430031806,0.5465269897111297,1.0,1.0,0.22949998632314395,0.31695081651924817
2014-07-06 02:21:36,0.29014188223639037,1.0,0.5355064873739332,0.431087430031806,0.5465269897111297,1.0,1.0,0.22949998632314395,0.31695081651924817
2014-07-06 02:22:39,0.29014188223639037,1.0,0.5355064873739332,0.431087430031806,0.5465269897111297,1.0,1.0,0.22949998632314395,0.31695081651924817
2014-07-06 02:23:42,0.29014188223639037,1.0,0.5355064873739332,0.431087430031806,0.5465269897111297,1.0,1.0,0.22949998632314395,0.31695081651924817
2014-07-06 02:24:45,0.29014188223639037,1.0,0.5355064873739332,0.431087430031806,0.5465269897111297,1.0,1.0,0.22949998632314395,0.31695081651924817
2014-07-06 02:25:48,0.2901507719466281,1.0,0.5346201432695954,0.4310175895772272,0.5589300196546809,1.0,1.0,0.22945177384699575,0.3182262699659102
2014-07-06 02:26:50,0.2901507719466281,1.0,0.5346201432695954,0.4310175895772272,0.5589300196546809,1.0,1.0,0.22945177384699575,0.3182262699659102
2014-07-06 02:27:53,0.2901507719466281,1.0,0.5346201432695954,0.4310175895772272,0.5589300196546809,1.0,1.0,0.22945177384699575,0.3182262699659102
2014-07-06 02:28:56,0.2901507719466281,1.0,0.5346201432695954,0.4310175895772272,0.5589300196546809,1.0,1.0,0.22945177384699575,0.3182262699659102
2014-07-06 02:29:59,0.2901507719466281,1.0,0.5346201432695954,0.4310175895772272,0.5589300196546809,1.0,1.0,0.22945177384699575,0.3182262699659102
2014-07-06 02:31:01,0.2901602669049444,1.0,0.5337394561841836,0.4309478323217404,0.5736156920787499,1.0,1.0,0.22940368370878517,0.31952434739869
2014-07-06 02:32:04,0.2901602669049444,1.0,0.5337394561841836,0.4309478323217404,0.5736156920787499,1.0,1.0,0.22940368370878517,0.31952434739869
2014-07-06 02:33:07,0.2901602669049444,1.0,0.5337394561841836,0.4309478323217404,0.5736156920787499,1.0,1.0,0.22940368370878517,0.31952434739869
2014-07-06 02:34:10,0.2901602669049444,1.0,0.5337394561841836,0.4309478323217404,0.5736156920787499,1.0,1.0,0.22940368370878517,0.31952434739869
2014-07-06 02:35:12,0.29016881679534706,1.0,0.532900594320846,0.4308809794788065,0.5905441085022722,1.0,1.0,0.22935770643137468,0.3207904370446686
2014-07-06 02:36:15,0.29016881679534706,1.0,0.532900594320846,0.4308809794788065,0.5905441085022722,1.0,1.0,0.22935770643137468,0.3207904370446686
2014-07-06 02:37:18,0.29016881679534706,1.0,0.532900594320846,0.4308809794788065,0.5905441085022722,1.0,1.0,0.22935770643137468,0.3207904370446686
2014-07-06 02:38:21,0.29016881679534706,1.0,0.532900594320846,0.4308809794788065,0.5905441085022722,1.0,1.0,0.22935770643137468,0.3207904370446686
2014-07-06 02:39:23,0.29016881679534706,1.0,0.532900594320846,0.4308809794788065,0.5905441085022722,1.0,1.0,0.22935770643137468,0.3207904370446686
2014-07-06 02:40:26,0.29017770410606825,1.0,0.5320306812194786,0.43081133704869506,0.6099683802064044,1.0,1.0,0.22930984744451657,0.32213508211259173
2014-07-06 02:41:29,0.29017770410606825,1.0,0.5320306812194786,0.43081133704869506,0.6099683802064044,1.0,1.0,0.22930984744451657,0.32213508211259173
2014-07-06 02:42:32,0.29017770410606825,1.0,0.5320306812194786,0.43081133704869506,0.6099683802064044,1.0,1.0,0.22930984744451657,0.32213508211259173
2014-07-06 02:43:34,0.29017770410606825,1.0,0.5320306812194786,0.43081133704869506,0.6099683802064044,1.0,1.0,0.22930984744451657,0.32213508211259173
2014-07-06 02:44:37,0.29017770410606825,1.0,0.5320306812194786,0.43081133704869506,0.6099683802064044,1.0,1.0,0.22930984744451657,0.32213508211259173
2014-07-06 02:45:40,0.29018659028545335,1.0,0.5311661673981364,0.43074177154916565,0.6309970861839317,1.0,1.0,0.22926210511158132,0.3235046437919433
2014-07-06 02:46:43,0.29018659028545335,1.0,0.5311661673981364,0.43074177154916565,0.6309970861839317,1.0,1.0,0.22926210511158132,0.3235046437919433
2014-07-06 02:47:45,0.29018659028545335,1.0,0.5311661673981364,0.43074177154916565,0.6309970861839317,1.0,1.0,0.22926210511158132,0.3235046437919433
2014-07-06 02:48:48,0.29018659028545335,1.0,0.5311661673981364,0.43074177154916565,0.6309970861839317,1.0,1.0,0.22926210511158132,0.3235046437919433
2014-07-06 02:49:51,0.29018659028545335,1.0,0.5311661673981364,0.43074177154916565,0.6309970861839317,1.0,1.0,0.22926210511158132,0.3235046437919433
2014-07-06 02:50:53,0.2901948895990037,1.0,0.5303070207495881,0.4306722701059846,0.6537962098375755,1.0,1.0,0.22921448035738332,0.3248998910238583
2014-07-06 02:51:56,0.2901948895990037,1.0,0.5303070207495881,0.4306722701059846,0.6537962098375755,1.0,1.0,0.22921448035738332,0.3248998910238583
2014-07-06 02:52:59,0.2901948895990037,1.0,0.5303070207495881,0.4306722701059846,0.6537962098375755,1.0,1.0,0.22921448035738332,0.3248998910238583
2014-07-06 02:54:02,0.2901948895990037,1.0,0.5303070207495881,0.4306722701059846,0.6537962098375755,1.0,1.0,0.22921448035738332,0.3248998910238583
2014-07-06 02:55:17,0.29020384094744334,1.0,0.5294531581566695,0.430602836015587,0.6785364965357779,1.0,1.0,0.22916697129746125,0.326321707568331
2014-07-06 02:56:20,0.29020384094744334,1.0,0.5294531581566695,0.430602836015587,0.6785364965357779,1.0,1.0,0.22916697129746125,0.326321707568331
2014-07-06 02:57:22,0.29020384094744334,1.0,0.5294531581566695,0.430602836015587,0.6785364965357779,1.0,1.0,0.22916697129746125,0.326321707568331
2014-07-06 02:58:25,0.29020384094744334,1.0,0.5294531581566695,0.430602836015587,0.6785364965357779,1.0,1.0,0.22916697129746125,0.326321707568331
2014-07-06 02:59:28,0.29020384094744334,1.0,0.5294531581566695,0.430602836015587,0.6785364965357779,1.0,1.0,0.22916697129746125,0.326321707568331
2014-07-06 03:00:30,0.29021208494444367,1.0,0.5286045965637258,0.4305335049717065,0.7053776332142192,1.0,1.0,0.22911958157721027,0.327770851748829
2014-07-06 03:01:33,0.29021208494444367,1.0,0.5286045965637258,0.4305335049717065,0.7053776332142192,1.0,1.0,0.22911958157721027,0.327770851748829
2014-07-06 03:02:36,0.29021208494444367,1.0,0.5286045965637258,0.4305335049717065,0.7053776332142192,1.0,1.0,0.22911958157721027,0.327770851748829
2014-07-06 03:03:38,0.29021208494444367,1.0,0.5286045965637258,0.4305335049717065,0.7053776332142192,1.0,1.0,0.22911958157721027,0.327770851748829
2014-07-06 03:04:41,0.29021208494444367,1.0,0.5286045965637258,0.4305335049717065,0.7053776332142192,1.0,1.0,0.22911958157721027,0.327770851748829
2014-07-06 03:05:44,0.2902203749853398,1.0,0.527761178192031,0.43046420706635274,0.7344549553175385,1.0,1.0,0.22907230506440918,0.32924841520673725
2014-07-06 03:06:46,0.2902203749853398,1.0,0.527761178192031,0.43046420706635274,0.7344549553175385,1.0,1.0,0.22907230506440918,0.32924841520673725
2014-07-06 03:07:49,0.2902203749853398,1.0,0.527761178192031,0.43046420706635274,0.7344549553175385,1.0,1.0,0.22907230506440918,0.32924841520673725
2014-07-06 03:08:52,0.2902203749853398,1.0,0.527761178192031,0.43046420706635274,0.7344549553175385,1.0,1.0,0.22907230506440918,0.32924841520673725
2014-07-06 03:09:54,0.2902203749853398,1.0,0.527761178192031,0.43046420706635274,0.7344549553175385,1.0,1.0,0.22907230506440918,0.32924841520673725
2014-07-06 03:10:57,0.2902286717630747,1.0,0.5269229020182666,0.4303949803880944,0.765830921902244,1.0,1.0,0.2290251443071535,0.33075527523892
2014-07-06 03:12:00,0.2902286717630747,1.0,0.5269229020182666,0.4303949803880944,0.765830921902244,1.0,1.0,0.2290251443071535,0.33075527523892
2014-07-06 03:13:03,0.2902286717630747,1.0,0.5269229020182666,0.4303949803880944,0.765830921902244,1.0,1.0,0.2290251443071535,0.33075527523892
2014-07-06 03:14:05,0.2902286717630747,1.0,0.5269229020182666,0.4303949803880944,0.765830921902244,1.0,1.0,0.2290251443071535,0.33075527523892
2014-07-06 03:15:20,0.2902369378856856,1.0,0.5260897303605079,0.4303258239126747,0.7994392310052761,1.0,1.0,0.2289780997959781,0.3322924138443374
2014-07-06 03:16:23,0.2902369378856856,1.0,0.5260897303605079,0.4303258239126747,0.7994392310052761,1.0,1.0,0.2289780997959781,0.3322924138443374
2014-07-06 03:17:26,0.2902369378856856,1.0,0.5260897303605079,0.4303258239126747,0.7994392310052761,1.0,1.0,0.2289780997959781,0.3322924138443374
2014-07-06 03:18:28,0.2902369378856856,1.0,0.5260897303605079,0.4303258239126747,0.7994392310052761,1.0,1.0,0.2289780997959781,0.3322924138443374
2014-07-06 03:19:31,0.2902369378856856,1.0,0.5260897303605079,0.4303258239126747,0.7994392310052761,1.0,1.0,0.2289780997959781,0.3322924138443374
2014-07-06 03:20:34,0.2902451487471197,1.0,0.5252616288482436,0.43025673092309236,0.8349871180506261,1.0,1.0,0.22893117217516715,0.33386085507760493
2014-07-06 03:21:36,0.2902451487471197,1.0,0.5252616288482436,0.43025673092309236,0.8349871180506261,1.0,1.0,0.22893117217516715,0.33386085507760493
2014-07-06 03:22:39,0.2902451487471197,1.0,0.5252616288482436,0.43025673092309236,0.8349871180506261,1.0,1.0,0.22893117217516715,0.33386085507760493
2014-07-06 03:23:41,0.2902451487471197,1.0,0.5252616288482436,0.43025673092309236,0.8349871180506261,1.0,1.0,0.22893117217516715,0.33386085507760493
2014-07-06 03:24:44,0.2902451487471197,1.0,0.5252616288482436,0.43025673092309236,0.8349871180506261,1.0,1.0,0.22893117217516715,0.33386085507760493
2014-07-06 03:25:47,0.2902532882902334,1.0,0.524438555276989,0.4301877200171667,0.871038515484353,1.0,1.0,0.22888436161178857,0.3354616888587649
2014-07-06 03:26:49,0.2902532882902334,1.0,0.524438555276989,0.4301877200171667,0.871038515484353,1.0,1.0,0.22888436161178857,0.3354616888587649
2014-07-06 03:27:52,0.2902532882902334,1.0,0.524438555276989,0.4301877200171667,0.871038515484353,1.0,1.0,0.22888436161178857,0.3354616888587649
2014-07-06 03:28:55,0.2902532882902334,1.0,0.524438555276989,0.4301877200171667,0.871038515484353,1.0,1.0,0.22888436161178857,0.3354616888587649
2014-07-06 03:29:57,0.2902532882902334,1.0,0.524438555276989,0.4301877200171667,0.871038515484353,1.0,1.0,0.22888436161178857,0.3354616888587649
2014-07-06 03:31:00,0.2902613461342019,1.0,0.5236204631028323,0.43011942848262985,0.9034707759487618,1.0,1.0,0.2288376679711496,0.33709607255150453
2014-07-06 03:32:02,0.2902613461342019,1.0,0.5236204631028323,0.43011942848262985,0.9034707759487618,1.0,1.0,0.2288376679711496,0.33709607255150453
2014-07-06 03:33:05,0.2902613461342019,1.0,0.5236204631028323,0.43011942848262985,0.9034707759487618,1.0,1.0,0.2288376679711496,0.33709607255150453
2014-07-06 03:34:08,0.2902613461342019,1.0,0.5236204631028323,0.43011942848262985,0.9034707759487618,1.0,1.0,0.2288376679711496,0.33709607255150453
2014-07-06 03:35:23,0.29026931561803454,1.0,0.5228073157333334,0.43005594813600634,0.9370208797503711,1.0,1.0,0.22879109125196276,0.3387652103335015
2014-07-06 03:36:25,0.29026931561803454,1.0,0.5228073157333334,0.43005594813600634,0.9370208797503711,1.0,1.0,0.22879109125196276,0.3387652103335015
2014-07-06 03:37:28,0.29026931561803454,1.0,0.5228073157333334,0.43005594813600634,0.9370208797503711,1.0,1.0,0.22879109125196276,0.3387652103335015
2014-07-06 03:38:30,0.29026931561803454,1.0,0.5228073157333334,0.43005594813600634,0.9370208797503711,1.0,1.0,0.22879109125196276,0.3387652103335015
2014-07-06 03:39:33,0.29026931561803454,1.0,0.5228073157333334,0.43005594813600634,0.9370208797503711,1.0,1.0,0.22879109125196276,0.3387652103335015
2014-07-06 03:40:35,0.2902771926408528,1.0,0.5219990765664092,0.43000189768316666,0.9722561184559374,1.0,1.0,0.22874463085180968,0.34047039547129426
2014-07-06 03:41:38,0.2902771926408528,1.0,0.5219990765664092,0.43000189768316666,0.9722561184559374,1.0,1.0,0.22874463085180968,0.34047039547129426
2014-07-06 03:42:41,0.2902771926408528,1.0,0.5219990765664092,0.43000189768316666,0.9722561184559374,1.0,1.0,0.22874463085180968,0.34047039547129426
2014-07-06 03:43:43,0.2902771926408528,1.0,0.5219990765664092,0.43000189768316666,0.9722561184559374,1.0,1.0,0.22874463085180968,0.34047039547129426
2014-07-06 03:44:46,0.2902771926408528,1.0,0.5219990765664092,0.43000189768316666,0.9722561184559374,1.0,1.0,0.22874463085180968,0.34047039547129426
2014-07-06 03:45:48,0.29028497467917985,1.0,0.5211957104252686,0.4299595006905938,1.0,1.0,1.0,0.22869828633048958,0.3422129860680767
2014-07-06 03:46:51,0.29028497467917985,1.0,0.5211957104252686,0.4299595006905938,1.0,1.0,1.0,0.22869828633048958,0.3422129860680767
2014-07-06 03:47:53,0.29028497467917985,1.0,0.5211957104252686,0.4299595006905938,1.0,1.0,1.0,0.22869828633048958,0.3422129860680767
2014-07-06 03:48:56,0.29028497467917985,1.0,0.5211957104252686,0.4299595006905938,1.0,1.0,1.0,0.22869828633048958,0.3422129860680767
2014-07-06 03:49:58,0.29028497467917985,1.0,0.5211957104252686,0.4299595006905938,1.0,1.0,1.0,0.22869828633048958,0.3422129860680767
2014-07-06 03:51:01,0.2902926603241702,1.0,0.5203971778217265,0.4299301166419422,1.0,1.0,1.0,0.22865205709218253,0.3439944166177875
2014-07-06 03:52:04,0.2902926603241702,1.0,0.5203971778217265,0.4299301166419422,1.0,1.0,1.0,0.22865205709218253,0.3439944166177875
2014-07-06 03:53:06,0.2902926603241702,1.0,0.5203971778217265,0.4299301166419422,1.0,1.0,1.0,0.22865205709218253,0.3439944166177875
2014-07-06 03:54:09,0.2902926603241702,1.0,0.5203971778217265,0.4299301166419422,1.0,1.0,1.0,0.22865205709218253,0.3439944166177875
2014-07-06 03:55:24,0.29030024882734234,1.0,0.5196034459713867,0.42991437344450334,1.0,1.0,1.0,0.2286059429917329,0.3458161761990309
2014-07-06 03:56:26,0.29030024882734234,1.0,0.5196034459713867,0.42991437344450334,1.0,1.0,1.0,0.2286059429917329,0.3458161761990309
2014-07-06 03:57:29,0.29030024882734234,1.0,0.5196034459713867,0.42991437344450334,1.0,1.0,1.0,0.2286059429917329,0.3458161761990309
2014-07-06 03:58:31,0.29030024882734234,1.0,0.5196034459713867,0.42991437344450334,1.0,1.0,1.0,0.2286059429917329,0.3458161761990309
2014-07-06 03:59:34,0.29030024882734234,1.0,0.5196034459713867,0.42991437344450334,1.0,1.0,1.0,0.2286059429917329,0.3458161761990309
2014-07-06 04:00:36,0.290307739980006,1.0,0.5188144717650982,0.42991237090571977,1.0,1.0,1.0,0.2285599433014164,0.34767987078344664
2014-07-06 04:01:39,0.290307739980006,1.0,0.5188144717650982,0.42991237090571977,1.0,1.0,1.0,0.2285599433014164,0.34767987078344664
2014-07-06 04:02:41,0.290307739980006,1.0,0.5188144717650982,0.42991237090571977,1.0,1.0,1.0,0.2285599433014164,0.34767987078344664
2014-07-06 04:03:44,0.290307739980006,1.0,0.5188144717650982,0.42991237090571977,1.0,1.0,1.0,0.2285599433014164,0.34767987078344664
2014-07-06 04:04:46,0.290307739980006,1.0,0.5188144717650982,0.42991237090571977,1.0,1.0,1.0,0.2285599433014164,0.34767987078344664
2014-07-06 04:05:49,0.2903151341760957,1.0,0.5180302066182436,0.42992357990780944,1.0,1.0,1.0,0.2285140572208023,0.34958710286496253
